Open,High,Low,Close,Adj Close,Volume,date
53.36000061035156,55.130001068115234,52.849998474121094,54.900001525878906,54.900001525878906,20154600,2021-11-08
55.29499816894531,55.650001525878906,54.20000076293945,54.81999969482422,54.81999969482422,12489000,2021-11-09
53.90999984741211,54.16999816894531,52.02000045776367,52.880001068115234,52.880001068115234,14812400,2021-11-10
53.459999084472656,54.59000015258789,53.20000076293945,53.290000915527344,53.290000915527344,13322000,2021-11-11
53.81999969482422,54.06999969482422,52.81999969482422,53.70000076293945,53.70000076293945,12960100,2021-11-12
54.13999938964844,57.13999938964844,54.119998931884766,55.529998779296875,55.529998779296875,22192000,2021-11-15
55.779998779296875,55.810001373291016,53.665000915527344,55.11000061035156,55.11000061035156,20754600,2021-11-16
54.45000076293945,55.667999267578125,53.86000061035156,54.560001373291016,54.560001373291016,15005300,2021-11-17
54.5099983215332,54.77000045776367,52.54999923706055,53.470001220703125,53.470001220703125,13069900,2021-11-18
53.93000030517578,53.93000030517578,50.7599983215332,51.31999969482422,51.31999969482422,18095000,2021-11-19
51.52000045776367,51.52000045776367,47.459999084472656,49.2599983215332,49.2599983215332,34273700,2021-11-22
48.56999969482422,51.029998779296875,47.86000061035156,50.66999816894531,50.66999816894531,21262500,2021-11-23
49.0,50.27000045776367,48.79999923706055,49.65999984741211,49.65999984741211,14813900,2021-11-24
48.77000045776367,50.25,48.56999969482422,49.7599983215332,49.7599983215332,10487300,2021-11-26
51.099998474121094,51.119998931884766,48.47999954223633,48.849998474121094,48.849998474121094,16171000,2021-11-29
48.779998779296875,49.400001525878906,46.29999923706055,47.61000061035156,47.61000061035156,25773000,2021-11-30
49.130001068115234,50.97999954223633,46.79999923706055,47.2599983215332,47.2599983215332,28507500,2021-12-01
47.2400016784668,48.290000915527344,46.5099983215332,47.90999984741211,47.90999984741211,14418100,2021-12-02
47.77000045776367,48.66999816894531,45.459999084472656,46.790000915527344,46.790000915527344,19602400,2021-12-03
