Open,High,Low,Close,Adj Close,Volume,Date,Ticker
2.819999933242798,2.865000009536743,2.7100000381469727,2.819999933242798,2.819999933242798,5315500,2021-11-26,GOTU
2.859999895095825,2.875,2.6700000762939453,2.759999990463257,2.759999990463257,4058900,2021-11-29,GOTU
2.7200000286102295,2.759999990463257,2.5199999809265137,2.6700000762939453,2.6700000762939453,19681500,2021-11-30,GOTU
2.6500000953674316,2.7300000190734863,2.4000000953674316,2.4000000953674316,2.4000000953674316,6590800,2021-12-01,GOTU
2.4200000762939453,2.4800000190734863,2.325000047683716,2.380000114440918,2.380000114440918,4773700,2021-12-02,GOTU
2.299999952316284,2.3380000591278076,2.0399999618530273,2.0899999141693115,2.0899999141693115,10912600,2021-12-03,GOTU
2.049999952316284,2.109999895095825,1.909999966621399,2.0799999237060547,2.0799999237060547,9916300,2021-12-06,GOTU
2.109999895095825,2.259999990463257,2.0999999046325684,2.180000066757202,2.180000066757202,7022600,2021-12-07,GOTU
53.36000061035156,55.130001068115234,52.849998474121094,54.900001525878906,54.900001525878906,20154600,2021-11-08,SNAP
55.29499816894531,55.650001525878906,54.20000076293945,54.81999969482422,54.81999969482422,12489000,2021-11-09,SNAP
53.90999984741211,54.16999816894531,52.02000045776367,52.880001068115234,52.880001068115234,14812400,2021-11-10,SNAP
53.459999084472656,54.59000015258789,53.20000076293945,53.290000915527344,53.290000915527344,13322000,2021-11-11,SNAP
53.81999969482422,54.06999969482422,52.81999969482422,53.70000076293945,53.70000076293945,12960100,2021-11-12,SNAP
54.13999938964844,57.13999938964844,54.119998931884766,55.529998779296875,55.529998779296875,22192000,2021-11-15,SNAP
55.779998779296875,55.810001373291016,53.665000915527344,55.11000061035156,55.11000061035156,20754600,2021-11-16,SNAP
54.45000076293945,55.667999267578125,53.86000061035156,54.560001373291016,54.560001373291016,15005300,2021-11-17,SNAP
54.5099983215332,54.77000045776367,52.54999923706055,53.470001220703125,53.470001220703125,13069900,2021-11-18,SNAP
53.93000030517578,53.93000030517578,50.7599983215332,51.31999969482422,51.31999969482422,18095000,2021-11-19,SNAP
51.52000045776367,51.52000045776367,47.459999084472656,49.2599983215332,49.2599983215332,34273700,2021-11-22,SNAP
48.56999969482422,51.029998779296875,47.86000061035156,50.66999816894531,50.66999816894531,21262500,2021-11-23,SNAP
49.0,50.27000045776367,48.79999923706055,49.65999984741211,49.65999984741211,14813900,2021-11-24,SNAP
48.77000045776367,50.25,48.56999969482422,49.7599983215332,49.7599983215332,10487300,2021-11-26,SNAP
51.099998474121094,51.119998931884766,48.47999954223633,48.849998474121094,48.849998474121094,16171000,2021-11-29,SNAP
48.779998779296875,49.400001525878906,46.29999923706055,47.61000061035156,47.61000061035156,25773000,2021-11-30,SNAP
49.130001068115234,50.97999954223633,46.79999923706055,47.2599983215332,47.2599983215332,28507500,2021-12-01,SNAP
47.2400016784668,48.290000915527344,46.5099983215332,47.90999984741211,47.90999984741211,14418100,2021-12-02,SNAP
47.77000045776367,48.66999816894531,45.459999084472656,46.790000915527344,46.790000915527344,19602400,2021-12-03,SNAP
46.209999084472656,48.32500076293945,44.91999816894531,47.91999816894531,47.91999816894531,15738500,2021-12-06,SNAP
49.375,51.68000030517578,49.290000915527344,50.400001525878906,50.400001525878906,20782600,2021-12-07,SNAP
30.530000686645508,30.75,29.920000076293945,30.34000015258789,30.34000015258789,2833500,2021-11-08,STNE
30.5,30.65999984741211,29.209999084472656,29.56999969482422,29.56999969482422,2566200,2021-11-09,STNE
29.15999984741211,29.969999313354492,28.399999618530273,28.579999923706055,28.579999923706055,2690400,2021-11-10,STNE
29.43000030517578,29.84000015258789,28.719999313354492,28.75,28.75,2399500,2021-11-11,STNE
29.5,31.139999389648438,29.31999969482422,30.209999084472656,30.209999084472656,3435400,2021-11-12,STNE
30.270000457763672,31.469999313354492,30.100000381469727,31.309999465942383,31.309999465942383,5362200,2021-11-15,STNE
31.600000381469727,31.989999771118164,31.139999389648438,31.65999984741211,31.65999984741211,6647800,2021-11-16,STNE
26.190000534057617,26.639999389648438,20.670000076293945,20.700000762939453,20.700000762939453,40480000,2021-11-17,STNE
21.1200008392334,21.190000534057617,19.06999969482422,19.229999542236328,19.229999542236328,21385300,2021-11-18,STNE
19.290000915527344,20.290000915527344,19.1200008392334,19.1299991607666,19.1299991607666,13582600,2021-11-19,STNE
19.030000686645508,19.049999237060547,16.5,17.010000228881836,17.010000228881836,18719100,2021-11-22,STNE
17.06999969482422,17.770000457763672,16.719999313354492,17.530000686645508,17.530000686645508,13622000,2021-11-23,STNE
17.229999542236328,17.649999618530273,16.90999984741211,17.06999969482422,17.06999969482422,13128700,2021-11-24,STNE
16.600000381469727,17.18000030517578,16.190000534057617,16.34000015258789,16.34000015258789,7821900,2021-11-26,STNE
16.479999542236328,16.899999618530273,15.739999771118164,16.239999771118164,16.239999771118164,10966600,2021-11-29,STNE
16.06999969482422,16.579999923706055,15.0,15.600000381469727,15.600000381469727,18310800,2021-11-30,STNE
15.800000190734863,16.950000762939453,14.770000457763672,15.0,15.0,13674500,2021-12-01,STNE
15.029999732971191,16.239999771118164,15.0,16.010000228881836,16.010000228881836,9421100,2021-12-02,STNE
16.1200008392334,16.1200008392334,15.069999694824219,15.25,15.25,6646400,2021-12-03,STNE
15.210000038146973,15.369999885559082,14.020000457763672,15.170000076293945,15.170000076293945,12109300,2021-12-06,STNE
15.90999984741211,17.690000534057617,15.899999618530273,16.799999237060547,16.799999237060547,10707600,2021-12-07,STNE
