Open,High,Low,Close,Adj Close,Volume,Date,Ticker
90.52999877929688,91.88999938964844,89.58000183105469,91.51000213623047,91.082763671875,1852300,2021-11-08,CTXS
91.98999786376953,92.16999816894531,90.01000213623047,90.3499984741211,89.92817687988281,1675800,2021-11-09,CTXS
90.16000366210938,90.51000213623047,88.36000061035156,89.04000091552734,88.6242904663086,1277000,2021-11-10,CTXS
89.11000061035156,89.4000015258789,87.2300033569336,87.36000061035156,86.95213317871094,918100,2021-11-11,CTXS
87.44000244140625,89.98999786376953,87.44000244140625,89.68000030517578,89.26130676269531,2319700,2021-11-12,CTXS
89.41999816894531,89.41999816894531,85.19999694824219,87.16000366210938,86.7530746459961,2665000,2021-11-15,CTXS
87.51000213623047,88.9000015258789,87.37000274658203,88.4000015258789,87.9872817993164,1897400,2021-11-16,CTXS
88.20999908447266,89.02999877929688,86.87000274658203,86.93000030517578,86.5241470336914,1563800,2021-11-17,CTXS
86.70999908447266,87.97000122070312,83.61000061035156,84.7300033569336,84.33441925048828,2620700,2021-11-18,CTXS
85.41999816894531,86.62999725341797,83.83000183105469,85.0999984741211,84.70268249511719,1455700,2021-11-19,CTXS
85.0999984741211,86.26000213623047,84.9000015258789,85.41999816894531,85.02119445800781,1296700,2021-11-22,CTXS
85.54000091552734,85.66000366210938,83.45999908447266,84.01000213623047,83.6177749633789,1701200,2021-11-23,CTXS
84.33999633789062,85.06999969482422,83.58999633789062,84.73999786376953,84.34436798095703,1367200,2021-11-24,CTXS
84.76000213623047,85.27999877929688,82.70999908447266,82.9000015258789,82.5129623413086,1806500,2021-11-26,CTXS
83.56999969482422,83.61000061035156,80.4800033569336,82.37000274658203,81.98543548583984,2420500,2021-11-29,CTXS
82.05999755859375,83.13999938964844,80.18000030517578,80.43000030517578,80.05448913574219,3052800,2021-11-30,CTXS
80.66999816894531,81.51000213623047,78.72000122070312,78.72000122070312,78.35247802734375,1550000,2021-12-01,CTXS
79.0199966430664,80.52999877929688,78.36000061035156,80.0999984741211,79.72602844238281,1152600,2021-12-02,CTXS
80.12000274658203,80.12000274658203,78.7300033569336,79.25,78.87999725341797,1294100,2021-12-03,CTXS
78.56999969482422,80.62999725341797,78.06999969482422,80.16999816894531,80.16999816894531,1994500,2021-12-06,CTXS
80.9000015258789,82.47000122070312,80.58000183105469,80.86000061035156,80.86000061035156,2278800,2021-12-07,CTXS
15.550000190734863,15.630000114440918,15.420000076293945,15.5600004196167,15.5600004196167,4978400,2021-11-08,CPLG
15.539999961853027,15.59000015258789,15.510000228881836,15.5600004196167,15.5600004196167,1285300,2021-11-09,CPLG
15.539999961853027,15.739999771118164,15.529999732971191,15.600000381469727,15.600000381469727,837500,2021-11-10,CPLG
15.770000457763672,15.789999961853027,15.5600004196167,15.600000381469727,15.600000381469727,466000,2021-11-11,CPLG
15.649999618530273,15.729999542236328,15.529999732971191,15.569999694824219,15.569999694824219,340800,2021-11-12,CPLG
15.59000015258789,15.699999809265137,15.550000190734863,15.5600004196167,15.5600004196167,421000,2021-11-15,CPLG
15.569999694824219,15.680000305175781,15.520000457763672,15.569999694824219,15.569999694824219,711300,2021-11-16,CPLG
15.600000381469727,15.609999656677246,15.5,15.520000457763672,15.520000457763672,511900,2021-11-17,CPLG
15.529999732971191,15.600000381469727,15.5,15.510000228881836,15.510000228881836,526800,2021-11-18,CPLG
15.579999923706055,15.579999923706055,15.5,15.510000228881836,15.510000228881836,754100,2021-11-19,CPLG
15.550000190734863,15.585000038146973,15.505000114440918,15.579999923706055,15.579999923706055,419200,2021-11-22,CPLG
15.529999732971191,15.640000343322754,15.479999542236328,15.529999732971191,15.529999732971191,667600,2021-11-23,CPLG
15.5,15.579999923706055,15.5,15.529999732971191,15.529999732971191,517000,2021-11-24,CPLG
15.5600004196167,15.579999923706055,15.425000190734863,15.479999542236328,15.479999542236328,1153500,2021-11-26,CPLG
15.479999542236328,15.5600004196167,15.40999984741211,15.470000267028809,15.470000267028809,1426700,2021-11-29,CPLG
15.449999809265137,15.5,15.260000228881836,15.430000305175781,15.430000305175781,2561500,2021-11-30,CPLG
15.449999809265137,15.479999542236328,15.289999961853027,15.289999961853027,15.289999961853027,1573800,2021-12-01,CPLG
15.319999694824219,15.40999984741211,15.319999694824219,15.350000381469727,15.350000381469727,1044400,2021-12-02,CPLG
15.350000381469727,15.399999618530273,15.279999732971191,15.3100004196167,15.3100004196167,1146700,2021-12-03,CPLG
15.350000381469727,15.399999618530273,15.319999694824219,15.329999923706055,15.329999923706055,807200,2021-12-06,CPLG
15.380000114440918,15.420000076293945,15.359999656677246,15.40999984741211,15.40999984741211,877400,2021-12-07,CPLG
3.319999933242798,3.4200000762939453,2.9800000190734863,3.140000104904175,3.140000104904175,37552700,2021-11-08,GOTU
3.0999999046325684,3.25,2.869999885559082,2.890000104904175,2.890000104904175,9372400,2021-11-09,GOTU
2.9100000858306885,3.059999942779541,2.819999933242798,2.9100000858306885,2.9100000858306885,7087100,2021-11-10,GOTU
3.059999942779541,3.4000000953674316,3.049999952316284,3.319999933242798,3.319999933242798,14214000,2021-11-11,GOTU
3.2899999618530273,3.2899999618530273,3.075000047683716,3.130000114440918,3.130000114440918,7067100,2021-11-12,GOTU
3.059999942779541,3.180000066757202,3.009999990463257,3.069999933242798,3.069999933242798,5522200,2021-11-15,GOTU
3.1600000858306885,3.369999885559082,3.0850000381469727,3.140000104904175,3.140000104904175,8621700,2021-11-16,GOTU
3.2200000286102295,3.309999942779541,3.0399999618530273,3.0899999141693115,3.0899999141693115,6114100,2021-11-17,GOTU
3.049999952316284,3.0799999237060547,2.869999885559082,2.890000104904175,2.890000104904175,7771400,2021-11-18,GOTU
2.9600000381469727,3.075000047683716,2.869999885559082,3.0399999618530273,3.0399999618530273,9483700,2021-11-19,GOTU
3.0199999809265137,3.049999952316284,2.8399999141693115,2.9200000762939453,2.9200000762939453,6491700,2021-11-22,GOTU
2.940000057220459,3.180000066757202,2.8499999046325684,2.859999895095825,2.859999895095825,7681300,2021-11-23,GOTU
2.869999885559082,2.98799991607666,2.809999942779541,2.9200000762939453,2.9200000762939453,4426800,2021-11-24,GOTU
