Open,High,Low,Close,Adj Close,Volume,date
15.550000190734863,15.630000114440918,15.420000076293945,15.5600004196167,15.5600004196167,4978400,2021-11-08
15.539999961853027,15.59000015258789,15.510000228881836,15.5600004196167,15.5600004196167,1285300,2021-11-09
15.539999961853027,15.739999771118164,15.529999732971191,15.600000381469727,15.600000381469727,837500,2021-11-10
15.770000457763672,15.789999961853027,15.5600004196167,15.600000381469727,15.600000381469727,466000,2021-11-11
15.649999618530273,15.729999542236328,15.529999732971191,15.569999694824219,15.569999694824219,340800,2021-11-12
15.59000015258789,15.699999809265137,15.550000190734863,15.5600004196167,15.5600004196167,421000,2021-11-15
15.569999694824219,15.680000305175781,15.520000457763672,15.569999694824219,15.569999694824219,711300,2021-11-16
15.600000381469727,15.609999656677246,15.5,15.520000457763672,15.520000457763672,511900,2021-11-17
15.529999732971191,15.600000381469727,15.5,15.510000228881836,15.510000228881836,526800,2021-11-18
15.579999923706055,15.579999923706055,15.5,15.510000228881836,15.510000228881836,754100,2021-11-19
15.550000190734863,15.585000038146973,15.505000114440918,15.579999923706055,15.579999923706055,419200,2021-11-22
15.529999732971191,15.640000343322754,15.479999542236328,15.529999732971191,15.529999732971191,667600,2021-11-23
15.5,15.579999923706055,15.5,15.529999732971191,15.529999732971191,517000,2021-11-24
15.5600004196167,15.579999923706055,15.425000190734863,15.479999542236328,15.479999542236328,1153500,2021-11-26
15.479999542236328,15.5600004196167,15.40999984741211,15.470000267028809,15.470000267028809,1426700,2021-11-29
15.449999809265137,15.5,15.260000228881836,15.430000305175781,15.430000305175781,2561500,2021-11-30
15.449999809265137,15.479999542236328,15.289999961853027,15.289999961853027,15.289999961853027,1573800,2021-12-01
15.319999694824219,15.40999984741211,15.319999694824219,15.350000381469727,15.350000381469727,1044400,2021-12-02
15.350000381469727,15.399999618530273,15.279999732971191,15.3100004196167,15.3100004196167,1146700,2021-12-03
