Open,High,Low,Close,Adj Close,Volume,date
12.920000076293945,13.130000114440918,12.0600004196167,12.229999542236328,12.229999542236328,788000,2021-11-08
12.109999656677246,12.649999618530273,11.819999694824219,11.90999984741211,11.90999984741211,714900,2021-11-09
11.09000015258789,11.149999618530273,9.928000450134277,9.989999771118164,9.989999771118164,3193400,2021-11-10
10.3100004196167,11.430000305175781,10.300000190734863,10.880000114440918,10.880000114440918,1397400,2021-11-11
10.90999984741211,11.579999923706055,10.90999984741211,11.25,11.25,633800,2021-11-12
11.079999923706055,11.109999656677246,10.357000350952148,10.5,10.5,837600,2021-11-15
10.329999923706055,12.149999618530273,9.760000228881836,10.319999694824219,10.319999694824219,5830900,2021-11-16
10.170000076293945,10.319999694824219,9.9399995803833,10.0,10.0,938700,2021-11-17
10.109999656677246,10.229999542236328,9.680000305175781,10.15999984741211,10.15999984741211,1026300,2021-11-18
10.0,10.149999618530273,9.670000076293945,9.930000305175781,9.930000305175781,1052900,2021-11-19
10.020000457763672,10.079999923706055,9.149999618530273,9.609999656677246,9.609999656677246,1156700,2021-11-22
9.510000228881836,9.538999557495117,8.779999732971191,9.210000038146973,9.210000038146973,1698200,2021-11-23
9.430000305175781,9.670000076293945,8.880000114440918,9.199999809265137,9.199999809265137,1227300,2021-11-24
8.989999771118164,9.510000228881836,8.920000076293945,9.4399995803833,9.4399995803833,443700,2021-11-26
9.550000190734863,9.630000114440918,8.920000076293945,9.100000381469727,9.100000381469727,799100,2021-11-29
9.270000457763672,9.390000343322754,8.770000457763672,8.869999885559082,8.869999885559082,914400,2021-11-30
9.0,9.010000228881836,8.050000190734863,8.109999656677246,8.109999656677246,1110900,2021-12-01
8.170000076293945,8.428000450134277,7.539999961853027,8.0600004196167,8.0600004196167,2001300,2021-12-02
8.100000381469727,8.140000343322754,7.260000228881836,7.710000038146973,7.710000038146973,1824100,2021-12-03
