Open,High,Low,Close,Adj Close,Volume,date
3.319999933242798,3.4200000762939453,2.9800000190734863,3.140000104904175,3.140000104904175,37552700,2021-11-08
3.0999999046325684,3.25,2.869999885559082,2.890000104904175,2.890000104904175,9372400,2021-11-09
2.9100000858306885,3.059999942779541,2.819999933242798,2.9100000858306885,2.9100000858306885,7087100,2021-11-10
3.059999942779541,3.4000000953674316,3.049999952316284,3.319999933242798,3.319999933242798,14214000,2021-11-11
3.2899999618530273,3.2899999618530273,3.075000047683716,3.130000114440918,3.130000114440918,7067100,2021-11-12
3.059999942779541,3.180000066757202,3.009999990463257,3.069999933242798,3.069999933242798,5522200,2021-11-15
3.1600000858306885,3.369999885559082,3.0850000381469727,3.140000104904175,3.140000104904175,8621700,2021-11-16
3.2200000286102295,3.309999942779541,3.0399999618530273,3.0899999141693115,3.0899999141693115,6114100,2021-11-17
3.049999952316284,3.0799999237060547,2.869999885559082,2.890000104904175,2.890000104904175,7771400,2021-11-18
2.9600000381469727,3.075000047683716,2.869999885559082,3.0399999618530273,3.0399999618530273,9483700,2021-11-19
3.0199999809265137,3.049999952316284,2.8399999141693115,2.9200000762939453,2.9200000762939453,6491700,2021-11-22
2.940000057220459,3.180000066757202,2.8499999046325684,2.859999895095825,2.859999895095825,7681300,2021-11-23
2.869999885559082,2.98799991607666,2.809999942779541,2.9200000762939453,2.9200000762939453,4426800,2021-11-24
2.819999933242798,2.865000009536743,2.7100000381469727,2.819999933242798,2.819999933242798,5315500,2021-11-26
2.859999895095825,2.875,2.6700000762939453,2.759999990463257,2.759999990463257,4058900,2021-11-29
2.7200000286102295,2.759999990463257,2.5199999809265137,2.6700000762939453,2.6700000762939453,19681500,2021-11-30
2.6500000953674316,2.7300000190734863,2.4000000953674316,2.4000000953674316,2.4000000953674316,6590800,2021-12-01
2.4200000762939453,2.4800000190734863,2.325000047683716,2.380000114440918,2.380000114440918,4764500,2021-12-02
2.299999952316284,2.3380000591278076,2.0399999618530273,2.0899999141693115,2.0899999141693115,10912600,2021-12-03
